NAME,median_household_income,median_property_value,population_below_poverty,total_population,poverty_universe,per_capita_income,median_gross_rent,unemployed,labor_force,bachelors_degree,education_universe,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_bachelors
Census Tract 8040; Cook County; Illinois,87196,285800,452,4705,4705,39471,1961,167,2614,698,3473,17,031,804000,17031804000,0.09606801275239107,0.06388676358071921,0.20097898070832135
Census Tract 8041.02; Cook County; Illinois,165680,582700,333,7027,6900,76791,2332,104,3280,1917,4767,17,031,804102,17031804102,0.04826086956521739,0.03170731707317073,0.40213971050975456
Census Tract 8041.04; Cook County; Illinois,152013,379300,228,4940,4940,64644,3198,66,2739,1179,3571,17,031,804104,17031804104,0.046153846153846156,0.024096385542168676,0.33015961915429853
Census Tract 8041.05; Cook County; Illinois,153981,432700,35,4570,4570,74992,-666666666,59,2499,998,3386,17,031,804105,17031804105,0.007658643326039387,0.023609443777511004,0.2947430596574129
Census Tract 8041.06; Cook County; Illinois,150132,436900,225,7231,7231,56845,1806,322,4080,1874,4864,17,031,804106,17031804106,0.031116028211865578,0.07892156862745098,0.3852796052631579
Census Tract 8041.08; Cook County; Illinois,88773,-666666666,247,4270,4270,54858,1786,322,2636,948,3064,17,031,804108,17031804108,0.05784543325526932,0.12215477996965099,0.3093994778067885
Census Tract 8041.09; Cook County; Illinois,146382,523400,123,3203,3076,62964,1202,48,1492,873,2296,17,031,804109,17031804109,0.03998699609882965,0.032171581769437,0.38022648083623695
Census Tract 8042.02; Cook County; Illinois,183859,558900,343,7444,7416,72264,2019,223,3607,2125,5449,17,031,804202,17031804202,0.04625134843581446,0.061824230662600496,0.38997981280968985
Census Tract 8042.03; Cook County; Illinois,246477,934000,44,3598,3598,99464,-666666666,28,1741,789,2419,17,031,804203,17031804203,0.012229016120066704,0.016082711085583,0.32616783794956594
Census Tract 8042.04; Cook County; Illinois,157750,701400,457,5191,5044,84707,3011,65,2160,1311,3351,17,031,804204,17031804204,0.09060269627279936,0.03009259259259259,0.39122649955237243
Census Tract 8043.05; Cook County; Illinois,79464,241900,1526,8126,8126,33916,1465,166,4543,756,5659,17,031,804305,17031804305,0.18779227172040364,0.036539731454985694,0.1335925075101608
Census Tract 8043.06; Cook County; Illinois,105236,260100,285,5889,5889,33732,2063,38,3233,458,3716,17,031,804306,17031804306,0.048395313295975545,0.011753789050417568,0.1232508073196986
Census Tract 8043.08; Cook County; Illinois,84244,272900,484,4918,4918,37678,1679,42,2463,630,3114,17,031,804308,17031804308,0.09841398942659618,0.01705237515225335,0.2023121387283237
Census Tract 8043.09; Cook County; Illinois,91595,263100,185,2978,2896,34067,2069,35,1619,431,2009,17,031,804309,17031804309,0.06388121546961326,0.021618282890673256,0.2145345943255351
Census Tract 8043.12; Cook County; Illinois,183000,544300,48,1661,1661,73490,-666666666,43,966,421,1200,17,031,804312,17031804312,0.028898254063816978,0.044513457556935816,0.35083333333333333
Census Tract 8043.13; Cook County; Illinois,130869,332800,723,6563,6503,49887,2336,285,3857,931,4682,17,031,804313,17031804313,0.11117945563586037,0.07389162561576355,0.19884664673216573
Census Tract 8043.14; Cook County; Illinois,101635,315200,64,1322,1322,51884,-666666666,31,809,328,1099,17,031,804314,17031804314,0.048411497730711045,0.038318912237330034,0.2984531392174704
Census Tract 8043.15; Cook County; Illinois,101806,304000,162,2683,2683,38407,1973,99,1590,456,1899,17,031,804315,17031804315,0.06038017144986955,0.062264150943396226,0.2401263823064771
Census Tract 8043.16; Cook County; Illinois,116835,350100,162,4486,4486,44895,2229,33,2351,933,3359,17,031,804316,17031804316,0.03611234953187695,0.014036580178647383,0.2777612384638285
Census Tract 8044.03; Cook County; Illinois,87445,275100,551,7194,7149,41474,1549,208,3859,916,5128,17,031,804403,17031804403,0.0770737166037208,0.05389997408655092,0.17862714508580343
Census Tract 8044.04; Cook County; Illinois,86546,275600,394,5399,5334,30231,1767,126,2664,529,3433,17,031,804404,17031804404,0.0738657667791526,0.0472972972972973,0.1540926303524614
Census Tract 8044.05; Cook County; Illinois,76906,281300,475,3643,3589,25086,1169,142,1845,265,2186,17,031,804405,17031804405,0.13234884368904987,0.07696476964769648,0.1212259835315645
Census Tract 8044.06; Cook County; Illinois,75305,223200,836,5465,5402,33979,1847,137,3130,509,3708,17,031,804406,17031804406,0.15475749722325063,0.04376996805111821,0.1372707659115426
Census Tract 8045.05; Cook County; Illinois,94669,232700,417,3677,3677,50187,1538,43,2283,528,2571,17,031,804505,17031804505,0.11340766929562143,0.018834866403854577,0.20536756126021002
Census Tract 8045.06; Cook County; Illinois,128170,360400,354,5352,5216,51496,3025,90,2946,1100,4008,17,031,804506,17031804506,0.0678680981595092,0.03054989816700611,0.2744510978043912
Census Tract 8045.08; Cook County; Illinois,53929,223500,569,2285,2285,27309,1499,149,1281,267,1542,17,031,804508,17031804508,0.24901531728665208,0.11631537861046058,0.17315175097276264
Census Tract 8045.09; Cook County; Illinois,86881,257800,895,6609,6451,25590,1463,69,3159,460,3596,17,031,804509,17031804509,0.1387381801271121,0.02184235517568851,0.12791991101223582
Census Tract 8045.10; Cook County; Illinois,75515,267300,504,4587,4578,27794,1262,120,2384,318,2892,17,031,804510,17031804510,0.11009174311926606,0.050335570469798654,0.10995850622406639
Census Tract 8045.11; Cook County; Illinois,86964,284200,284,2189,2189,30048,1452,33,1198,274,1429,17,031,804511,17031804511,0.1297396071265418,0.027545909849749584,0.19174247725682295
Census Tract 8045.12; Cook County; Illinois,156106,331400,157,3739,3739,60752,2085,32,2287,1012,2827,17,031,804512,17031804512,0.041989836854774004,0.013992129427197202,0.35797665369649806
Census Tract 8045.13; Cook County; Illinois,123385,362100,329,3747,3747,55455,2100,178,2193,860,2695,17,031,804513,17031804513,0.08780357619428876,0.08116735066119471,0.31910946196660483
Census Tract 8045.14; Cook County; Illinois,115995,384400,236,5353,5353,45165,1236,29,2491,1277,3486,17,031,804514,17031804514,0.0440874276106856,0.011641910879164994,0.3663224325874928
Census Tract 8046.03; Cook County; Illinois,102414,232600,346,6258,6204,46956,1647,85,3793,1752,4652,17,031,804603,17031804603,0.05577047066408768,0.022409702082784075,0.3766122098022356
Census Tract 8046.06; Cook County; Illinois,128958,418800,348,7047,6862,58627,2169,151,3604,1825,4989,17,031,804606,17031804606,0.05071407752841737,0.04189789123196448,0.3658047704950892
Census Tract 8046.07; Cook County; Illinois,118025,412700,216,6774,6765,54721,1661,71,3250,1377,4771,17,031,804607,17031804607,0.031929046563192905,0.021846153846153845,0.2886187382100189
Census Tract 8046.08; Cook County; Illinois,118281,308700,184,3756,3756,59291,2221,52,2177,848,2678,17,031,804608,17031804608,0.04898828541001065,0.02388608176389527,0.3166542195668409
Census Tract 8046.09; Cook County; Illinois,110392,420300,269,5697,5697,68551,2204,117,3247,1229,4269,17,031,804609,17031804609,0.047217833947691766,0.03603326147212812,0.2878894354649801
Census Tract 8046.10; Cook County; Illinois,71750,233800,249,2771,2771,43538,1734,20,1446,632,2092,17,031,804610,17031804610,0.08985925658607001,0.013831258644536652,0.30210325047801145
Census Tract 8046.11; Cook County; Illinois,79202,283900,334,4201,4193,48996,1657,78,2346,1077,3238,17,031,804611,17031804611,0.07965657047460052,0.03324808184143223,0.3326127239036442
Census Tract 8047.01; Cook County; Illinois,72232,208700,558,6360,6163,32087,1791,86,3406,1471,4450,17,031,804701,17031804701,0.09054032127210775,0.02524955960070464,0.330561797752809
Census Tract 8047.05; Cook County; Illinois,80702,177400,108,4316,4242,39438,1755,103,2511,779,3010,17,031,804705,17031804705,0.02545968882602546,0.04101951413779371,0.25880398671096344
Census Tract 8047.06; Cook County; Illinois,125956,379500,86,2206,2206,45513,2266,64,1059,494,1555,17,031,804706,17031804706,0.038984587488667274,0.06043437204910293,0.31768488745980705
Census Tract 8047.09; Cook County; Illinois,100710,334300,943,7952,7782,42542,1500,146,4102,1807,5297,17,031,804709,17031804709,0.12117707530197892,0.035592393954168695,0.3411364923541627
Census Tract 8047.10; Cook County; Illinois,109375,322800,109,3742,3742,52305,1830,26,2113,771,2722,17,031,804710,17031804710,0.029128808123997863,0.012304779933743492,0.28324761204996324
Census Tract 8047.11; Cook County; Illinois,85376,282200,464,7595,7595,34760,1751,93,3722,1395,4691,17,031,804711,17031804711,0.06109282422646478,0.024986566362170875,0.29737795779151566
Census Tract 8047.12; Cook County; Illinois,103750,406600,225,5441,5408,46971,2086,150,2647,856,3379,17,031,804712,17031804712,0.041605029585798814,0.056667925953910084,0.25332938739271976
Census Tract 8047.13; Cook County; Illinois,75625,309100,278,4508,4508,53536,1733,174,2869,1042,2966,17,031,804713,17031804713,0.0616681455190772,0.06064830951551063,0.35131490222521916
Census Tract 8047.14; Cook County; Illinois,102210,335600,104,3427,3427,55905,1806,65,2033,899,2449,17,031,804714,17031804714,0.03034724248613948,0.031972454500737824,0.3670886075949367
Census Tract 8047.15; Cook County; Illinois,73864,212500,807,4027,3968,26141,1550,85,2093,625,2471,17,031,804715,17031804715,0.20337701612903225,0.040611562350692784,0.2529340348037232
Census Tract 8047.16; Cook County; Illinois,106713,367800,183,4511,4511,46903,1571,107,2381,1032,3247,17,031,804716,17031804716,0.04056750166260253,0.04493910121797564,0.31783184477979676
Census Tract 8048.03; Cook County; Illinois,104844,376400,542,5142,5142,50352,1739,88,2768,788,3528,17,031,804803,17031804803,0.10540645663166083,0.031791907514450865,0.2233560090702948
Census Tract 8048.04; Cook County; Illinois,83083,276700,531,6099,6092,43167,1818,45,3236,1028,4320,17,031,804804,17031804804,0.0871634931057124,0.013906056860321385,0.23796296296296296
Census Tract 8048.05; Cook County; Illinois,112460,337800,414,7198,7137,45250,2109,184,3884,1257,4979,17,031,804805,17031804805,0.058007566204287514,0.04737384140061792,0.2524603334002812
Census Tract 8048.06; Cook County; Illinois,93533,281900,579,3284,3261,31545,1965,74,1663,439,2036,17,031,804806,17031804806,0.17755289788408463,0.04449789536981359,0.2156188605108055
Census Tract 8048.07; Cook County; Illinois,107517,321200,129,5470,5184,40782,1826,89,2789,931,3768,17,031,804807,17031804807,0.02488425925925926,0.031911079239870924,0.24708067940552017
Census Tract 8048.08; Cook County; Illinois,147500,368900,187,2669,2665,48155,2321,51,1385,534,1902,17,031,804808,17031804808,0.0701688555347092,0.0368231046931408,0.2807570977917981
Census Tract 8048.09; Cook County; Illinois,118194,376300,256,4629,4629,53925,2927,58,2358,1166,3065,17,031,804809,17031804809,0.05530352127889393,0.024597116200169637,0.38042414355628057
Census Tract 8048.10; Cook County; Illinois,97788,346600,292,6681,6514,55142,1385,125,3782,1263,5006,17,031,804810,17031804810,0.04482652747927541,0.03305129561078794,0.2522972433080304
Census Tract 8049.01; Cook County; Illinois,115909,408200,336,6314,6303,58591,1880,98,3334,1434,4369,17,031,804901,17031804901,0.053307948595906714,0.029394121175764846,0.32822156099794003
Census Tract 8049.02; Cook County; Illinois,131714,412000,63,5949,5949,59199,1647,119,2863,1529,4288,17,031,804902,17031804902,0.01059001512859304,0.04156479217603912,0.35657649253731344
Census Tract 8050.01; Cook County; Illinois,142609,453500,102,4807,4807,69297,1431,53,2355,1082,3387,17,031,805001,17031805001,0.021219055543998337,0.022505307855626325,0.31945674638323
Census Tract 8050.02; Cook County; Illinois,75246,317300,602,7452,7346,33799,1375,253,4013,1385,5414,17,031,805002,17031805002,0.08194936019602504,0.0630451034139048,0.25581824898411526
Census Tract 8051.05; Cook County; Illinois,84474,245200,662,7216,7216,39841,1594,30,4306,1547,5133,17,031,805105,17031805105,0.09174057649667405,0.006967022758941012,0.30138320670173385
Census Tract 8051.06; Cook County; Illinois,89009,248700,95,3047,2981,55644,1651,55,1593,741,2359,17,031,805106,17031805106,0.03186850050318685,0.03452605147520402,0.31411615091140316
Census Tract 8051.07; Cook County; Illinois,76313,211900,857,6006,6006,45179,1599,134,4202,1727,4880,17,031,805107,17031805107,0.1426906426906427,0.0318895763921942,0.3538934426229508
Census Tract 8051.08; Cook County; Illinois,79481,324000,767,6270,6270,36869,1661,271,3713,1145,4454,17,031,805108,17031805108,0.12232854864433812,0.07298680312415837,0.2570722945666816
Census Tract 8051.09; Cook County; Illinois,101585,423500,191,4588,4563,49870,657,63,2033,836,3008,17,031,805109,17031805109,0.04185842647381109,0.030988686669945892,0.2779255319148936
Census Tract 8051.10; Cook County; Illinois,107253,322000,309,4280,4193,52960,2146,113,2218,802,3450,17,031,805110,17031805110,0.07369425232530408,0.0509467989179441,0.23246376811594202
Census Tract 8051.11; Cook County; Illinois,55449,329900,693,7966,7657,31778,1435,153,4372,1384,5502,17,031,805111,17031805111,0.09050541987723651,0.03499542543458371,0.2515448927662668
Census Tract 8051.12; Cook County; Illinois,104188,354300,171,3223,3223,39643,1644,38,1732,593,2284,17,031,805112,17031805112,0.05305615885820664,0.021939953810623556,0.2596322241681261
Census Tract 8052.01; Cook County; Illinois,125321,427500,548,3980,3661,46497,-666666666,60,1869,942,2990,17,031,805201,17031805201,0.1496858781753619,0.03210272873194221,0.31505016722408025
Census Tract 8052.02; Cook County; Illinois,101953,493600,127,3884,3790,61624,1756,81,2275,752,2930,17,031,805202,17031805202,0.03350923482849604,0.03560439560439561,0.2566552901023891
Census Tract 8053.01; Cook County; Illinois,137614,419000,93,3135,3123,46835,1274,67,1450,763,2316,17,031,805301,17031805301,0.029779058597502402,0.046206896551724136,0.32944732297063906
Census Tract 8053.02; Cook County; Illinois,112352,383200,62,3844,3844,48541,1634,82,2058,940,2882,17,031,805302,17031805302,0.016129032258064516,0.03984450923226433,0.32616238723108953
Census Tract 8054.01; Cook County; Illinois,133616,397100,117,4330,4330,55497,1449,192,2539,1449,3317,17,031,805401,17031805401,0.02702078521939954,0.07562032296179598,0.43684051854085015
Census Tract 8054.02; Cook County; Illinois,99184,393400,176,4906,4906,40662,1255,258,2558,1252,3594,17,031,805402,17031805402,0.03587443946188341,0.10086004691164972,0.34835837506956036
Census Tract 8055.01; Cook County; Illinois,115733,536700,201,3661,3472,82926,1454,100,1879,848,2805,17,031,805501,17031805501,0.05789170506912442,0.05321979776476849,0.30231729055258466
Census Tract 8055.02; Cook County; Illinois,162358,690800,79,4242,4236,80786,1750,74,2269,1378,2929,17,031,805502,17031805502,0.018649669499527857,0.03261348611723226,0.4704677364288153
Census Tract 8056; Cook County; Illinois,190714,680100,47,4655,4655,98170,2880,64,2319,1401,3037,17,031,805600,17031805600,0.010096670247046188,0.027598102630444158,0.4613105037866315
Census Tract 8057.01; Cook County; Illinois,215891,550000,150,5291,5291,93389,1839,70,2607,1562,3450,17,031,805701,17031805701,0.02835002835002835,0.02685078634445723,0.4527536231884058
Census Tract 8057.02; Cook County; Illinois,135417,513200,66,2049,2049,68945,1895,34,1156,696,1390,17,031,805702,17031805702,0.032210834553440704,0.029411764705882353,0.5007194244604316
Census Tract 8058.01; Cook County; Illinois,115341,471700,17,2301,2301,73000,2875,85,1208,496,1723,17,031,805801,17031805801,0.007388092133854845,0.07036423841059603,0.2878699941961695
Census Tract 8058.02; Cook County; Illinois,119592,477100,175,5093,5088,63549,1427,107,2816,1406,3328,17,031,805802,17031805802,0.034394654088050314,0.03799715909090909,0.42247596153846156
Census Tract 8059.01; Cook County; Illinois,93167,348700,397,4205,4090,56531,1607,91,2007,735,3442,17,031,805901,17031805901,0.09706601466992665,0.04534130543099153,0.21353864032539221
Census Tract 8059.02; Cook County; Illinois,139531,564000,154,6616,6283,63810,1629,173,3736,1476,4650,17,031,805902,17031805902,0.024510584115868216,0.04630620985010707,0.3174193548387097
Census Tract 8060.01; Cook County; Illinois,66165,214600,428,5616,5616,40971,1360,196,3212,1039,4460,17,031,806001,17031806001,0.07621082621082621,0.06102117061021171,0.2329596412556054
Census Tract 8060.02; Cook County; Illinois,64450,228700,809,7800,7489,37603,1550,186,3480,1163,5161,17,031,806002,17031806002,0.10802510348511149,0.05344827586206897,0.22534392559581476
Census Tract 8060.04; Cook County; Illinois,64681,364700,744,8508,8233,40254,1337,256,4297,1774,6381,17,031,806004,17031806004,0.09036803109437629,0.05957644868512916,0.2780128506503683
Census Tract 8060.05; Cook County; Illinois,-666666666,210800,200,2436,2436,52581,1652,30,1557,187,1821,17,031,806005,17031806005,0.08210180623973727,0.019267822736030827,0.10269082921471719
