NAME,median_household_income,median_property_value,population_below_poverty,total_population,poverty_universe,per_capita_income,median_gross_rent,unemployed,labor_force,bachelors_degree,education_universe,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_bachelors
Census Tract 8207; Cook County; Illinois,66942,244900,850,6952,6910,35040,1154,164,3377,768,4532,17,031,820700,17031820700,0.12301013024602026,0.04856381403612674,0.16946160635481025
Census Tract 8208; Cook County; Illinois,87025,275500,134,3403,3403,30221,1236,49,1657,266,2143,17,031,820800,17031820800,0.03937702027622686,0.029571514785757393,0.1241250583294447
Census Tract 8209.01; Cook County; Illinois,74233,248500,570,5278,5278,27838,1436,70,2493,337,3551,17,031,820901,17031820901,0.10799545282303903,0.02807862013638187,0.09490284426921994
Census Tract 8209.02; Cook County; Illinois,86065,247500,730,5803,5791,25930,1607,338,2856,267,3290,17,031,820902,17031820902,0.12605767570367812,0.11834733893557423,0.08115501519756839
Census Tract 8210.01; Cook County; Illinois,51685,266900,789,5069,5069,27183,1211,187,2560,405,3431,17,031,821001,17031821001,0.15565200236733084,0.073046875,0.11804138735062664
Census Tract 8210.02; Cook County; Illinois,73271,269600,1075,5009,4936,35962,1211,317,2409,397,3470,17,031,821002,17031821002,0.21778768233387358,0.13158987131589872,0.11440922190201729
Census Tract 8211.01; Cook County; Illinois,103409,310200,410,4482,4348,38275,1167,94,2176,469,3251,17,031,821101,17031821101,0.09429622815087396,0.043198529411764705,0.14426330359889264
Census Tract 8211.02; Cook County; Illinois,100000,316800,322,4511,4511,33416,1144,22,2208,343,3054,17,031,821102,17031821102,0.07138106849922411,0.009963768115942028,0.1123117223313687
Census Tract 8212; Cook County; Illinois,39594,208000,831,5296,5261,28462,998,785,3346,859,4351,17,031,821200,17031821200,0.1579547614521954,0.23460848774656307,0.197425879108251
Census Tract 8213; Cook County; Illinois,50063,175400,1092,5753,5753,24690,1082,243,2859,502,4155,17,031,821300,17031821300,0.18981401008169652,0.08499475341028331,0.12081829121540313
Census Tract 8214.01; Cook County; Illinois,50946,186500,542,2243,2226,28337,1452,249,1182,200,1570,17,031,821401,17031821401,0.24348607367475292,0.21065989847715735,0.12738853503184713
Census Tract 8214.02; Cook County; Illinois,71058,182200,309,3450,3450,25683,1157,275,1748,336,2225,17,031,821402,17031821402,0.08956521739130435,0.15732265446224256,0.15101123595505617
Census Tract 8215; Cook County; Illinois,35361,91700,515,1344,1319,17091,1336,78,567,52,756,17,031,821500,17031821500,0.3904473085670963,0.13756613756613756,0.06878306878306878
Census Tract 8216; Cook County; Illinois,82955,247600,174,4132,4132,41435,1438,69,2439,689,2931,17,031,821600,17031821600,0.04211035818005808,0.028290282902829027,0.2350733538041624
Census Tract 8217; Cook County; Illinois,113088,281700,102,4690,4690,53386,-666666666,124,2299,880,3178,17,031,821700,17031821700,0.021748400852878463,0.053936494127881686,0.27690371302706107
Census Tract 8218; Cook County; Illinois,91815,269100,165,5483,5483,41877,1324,270,3025,1275,3724,17,031,821800,17031821800,0.030093014772934523,0.08925619834710743,0.34237379162191195
Census Tract 8219; Cook County; Illinois,103192,271000,332,5115,5018,39691,1616,143,2511,875,3341,17,031,821900,17031821900,0.06616181745715424,0.05694942254082039,0.2618976354384915
Census Tract 8220; Cook County; Illinois,61101,173400,292,4215,4215,32820,678,44,2162,330,2970,17,031,822000,17031822000,0.06927639383155397,0.020351526364477335,0.1111111111111111
Census Tract 8221.01; Cook County; Illinois,88906,256000,225,4437,4437,38024,-666666666,227,2413,442,2970,17,031,822101,17031822101,0.05070993914807302,0.09407376709490262,0.14882154882154883
Census Tract 8221.02; Cook County; Illinois,69261,210600,295,4328,4269,41734,1175,89,2392,600,3209,17,031,822102,17031822102,0.06910283438744437,0.037207357859531776,0.1869741352446245
Census Tract 8222; Cook County; Illinois,88000,279300,648,3610,3600,33362,1704,192,1911,389,2511,17,031,822200,17031822200,0.18,0.10047095761381476,0.15491835921943448
Census Tract 8223.01; Cook County; Illinois,108750,292800,192,3619,3619,38814,-666666666,88,1881,434,2552,17,031,822301,17031822301,0.05305332964907433,0.04678362573099415,0.1700626959247649
Census Tract 8223.02; Cook County; Illinois,96683,243400,188,4942,4709,36272,1283,106,2432,723,3704,17,031,822302,17031822302,0.0399235506476959,0.04358552631578947,0.19519438444924406
Census Tract 8224; Cook County; Illinois,60086,280700,1758,6325,6325,33473,1503,60,2829,613,3709,17,031,822400,17031822400,0.27794466403162055,0.021208907741251327,0.16527365866810462
Census Tract 8225; Cook County; Illinois,100417,282900,136,4225,4171,41732,1137,114,2101,618,3178,17,031,822500,17031822500,0.032606089666746586,0.054259876249405044,0.19446192573945878
Census Tract 8226.01; Cook County; Illinois,96471,299100,243,4337,4301,41354,1563,44,2287,591,2924,17,031,822601,17031822601,0.05649848872355266,0.019239177962396152,0.2021203830369357
Census Tract 8226.02; Cook County; Illinois,71677,308400,1293,7709,7709,40595,1347,212,3822,1234,5390,17,031,822602,17031822602,0.16772603450512388,0.0554683411826269,0.22894248608534323
Census Tract 8227.01; Cook County; Illinois,69819,224900,777,4895,4516,37147,1368,156,2126,970,2976,17,031,822701,17031822701,0.1720549158547387,0.07337723424270931,0.32594086021505375
Census Tract 8227.02; Cook County; Illinois,74801,322300,132,3193,3193,55441,1159,46,1626,419,2377,17,031,822702,17031822702,0.0413404321954275,0.028290282902829027,0.17627261253681112
Census Tract 8228.01; Cook County; Illinois,89531,278400,147,3228,3228,66093,1322,89,2054,745,2300,17,031,822801,17031822801,0.04553903345724907,0.0433300876338851,0.3239130434782609
Census Tract 8228.02; Cook County; Illinois,111172,296600,107,3400,3399,43886,1703,127,1644,488,2413,17,031,822802,17031822802,0.0314798470138276,0.07725060827250609,0.20223787815996686
Census Tract 8229; Cook County; Illinois,73750,232900,278,2117,2117,30986,1564,86,1066,218,1481,17,031,822900,17031822900,0.13131790269248939,0.08067542213883677,0.14719783929777178
Census Tract 8230.01; Cook County; Illinois,64963,223300,1599,7730,7383,24675,1278,347,3551,1249,5295,17,031,823001,17031823001,0.2165786265745632,0.09771895240777245,0.23588290840415485
Census Tract 8230.02; Cook County; Illinois,95852,245300,416,4544,4532,44778,1427,32,2640,526,3253,17,031,823002,17031823002,0.09179170344218888,0.012121212121212121,0.16169689517368582
Census Tract 8231.01; Cook County; Illinois,56274,201400,764,4139,4139,29721,1219,217,2176,354,2821,17,031,823101,17031823101,0.18458564870741725,0.09972426470588236,0.12548741580999645
Census Tract 8231.02; Cook County; Illinois,60938,230100,1013,3751,3751,30531,1287,117,1925,255,2438,17,031,823102,17031823102,0.2700613169821381,0.06077922077922078,0.10459392945036916
Census Tract 8232; Cook County; Illinois,95585,260800,413,4494,4467,43822,1450,158,2245,582,3254,17,031,823200,17031823200,0.092455786881576,0.07037861915367483,0.17885679164105717
Census Tract 8233.02; Cook County; Illinois,56284,195600,490,5865,5844,32759,1089,421,2953,329,4004,17,031,823302,17031823302,0.0838466803559206,0.14256688113782595,0.08216783216783216
Census Tract 8233.03; Cook County; Illinois,70732,226600,960,4463,4463,29809,1245,124,2387,298,2800,17,031,823303,17031823303,0.21510194936141608,0.05194805194805195,0.10642857142857143
Census Tract 8233.04; Cook County; Illinois,51662,183700,721,5977,5944,33493,1189,285,3172,540,4245,17,031,823304,17031823304,0.12129878869448182,0.08984867591424968,0.127208480565371
Census Tract 8234; Cook County; Illinois,62515,164100,896,4962,4962,26550,1103,336,2412,328,3129,17,031,823400,17031823400,0.18057234985892784,0.13930348258706468,0.10482582294662832
Census Tract 8235; Cook County; Illinois,72945,200500,507,4213,4193,36211,1150,268,2196,637,2824,17,031,823500,17031823500,0.12091581206773193,0.122040072859745,0.22556657223796034
Census Tract 8236.02; Cook County; Illinois,85351,218700,559,5815,5554,48834,1299,236,2911,918,5037,17,031,823602,17031823602,0.10064818149081743,0.08107179663345929,0.18225134008338298
Census Tract 8236.03; Cook County; Illinois,54677,102100,170,1792,1792,21427,1703,172,823,62,1053,17,031,823603,17031823603,0.09486607142857142,0.20899149453219928,0.05887939221272555
Census Tract 8236.04; Cook County; Illinois,125263,370100,238,3459,3459,67250,-666666666,68,1696,716,2509,17,031,823604,17031823604,0.06880601329864122,0.04009433962264151,0.28537265842965326
Census Tract 8236.05; Cook County; Illinois,102283,333500,172,4215,4021,46605,-666666666,43,2058,791,2888,17,031,823605,17031823605,0.04277542899776175,0.02089407191448008,0.2738919667590028
Census Tract 8237.02; Cook County; Illinois,69904,337300,747,6137,6137,42422,1272,122,3499,669,4305,17,031,823702,17031823702,0.12172071044484276,0.0348671048871106,0.1554006968641115
Census Tract 8237.03; Cook County; Illinois,63005,183000,1426,8277,8089,31949,1152,208,3980,645,5101,17,031,823703,17031823703,0.1762887872419335,0.05226130653266332,0.1264457949421682
Census Tract 8237.04; Cook County; Illinois,99583,323100,199,4412,4412,35482,1389,274,2303,490,3037,17,031,823704,17031823704,0.04510426110607434,0.11897524967433783,0.16134343101745144
Census Tract 8237.05; Cook County; Illinois,83621,303500,320,4695,4626,39704,1208,36,2357,467,3061,17,031,823705,17031823705,0.06917423259835712,0.015273652948663556,0.15256452139823587
Census Tract 8238.01; Cook County; Illinois,111221,485000,358,5422,5412,79614,2392,91,2380,1382,4339,17,031,823801,17031823801,0.06614929785661493,0.03823529411764706,0.31850656833371743
Census Tract 8238.03; Cook County; Illinois,93203,314000,491,7479,7325,36082,1195,184,3348,733,5270,17,031,823803,17031823803,0.06703071672354949,0.054958183990442055,0.13908918406072107
Census Tract 8238.05; Cook County; Illinois,62647,193500,252,2815,2744,40094,1941,35,1555,515,2097,17,031,823805,17031823805,0.09183673469387756,0.022508038585209004,0.24558893657606104
Census Tract 8238.06; Cook County; Illinois,65431,196600,500,4041,4041,36271,1101,160,2021,607,3023,17,031,823806,17031823806,0.12373174956693887,0.07916872835230084,0.20079391333112803
Census Tract 8239.01; Cook County; Illinois,113558,395500,175,3754,3638,63876,-666666666,41,1676,720,3028,17,031,823901,17031823901,0.048103353490929084,0.024463007159904536,0.23778071334214002
Census Tract 8239.03; Cook County; Illinois,141761,416900,122,4630,4439,68185,3501,64,2040,909,3414,17,031,823903,17031823903,0.02748366749267853,0.03137254901960784,0.2662565905096661
Census Tract 8239.04; Cook County; Illinois,108151,355500,206,3890,3890,55813,1736,74,1836,575,2995,17,031,823904,17031823904,0.05295629820051414,0.04030501089324619,0.19198664440734559
Census Tract 8240.03; Cook County; Illinois,108553,438800,103,5858,5730,47039,1098,158,2653,1055,4255,17,031,824003,17031824003,0.017975567190226877,0.05955522050508858,0.24794359576968272
Census Tract 8240.04; Cook County; Illinois,99911,536000,484,4827,4535,47263,719,28,2047,632,3431,17,031,824004,17031824004,0.10672546857772877,0.013678553981436248,0.18420285631011368
Census Tract 8240.05; Cook County; Illinois,150222,437600,127,5679,5679,57679,2310,208,3237,1041,3879,17,031,824005,17031824005,0.022363092093678465,0.0642570281124498,0.26836813611755606
Census Tract 8240.06; Cook County; Illinois,157158,596800,159,6200,6200,69790,1352,97,2882,1317,4112,17,031,824006,17031824006,0.02564516129032258,0.03365718251214434,0.32028210116731515
Census Tract 8241.05; Cook County; Illinois,105177,371700,297,6878,6878,49726,-666666666,66,3643,1114,5058,17,031,824105,17031824105,0.04318115731317244,0.018116936590721933,0.2202451561882167
Census Tract 8241.06; Cook County; Illinois,89107,358200,1009,6489,6489,47123,1444,177,3167,1269,4531,17,031,824106,17031824106,0.15549391277546618,0.055888853804862644,0.2800706245861841
Census Tract 8241.07; Cook County; Illinois,100273,350000,515,7681,7681,41458,1465,223,3590,1360,5082,17,031,824107,17031824107,0.0670485613852363,0.062116991643454036,0.2676111767020858
Census Tract 8241.13; Cook County; Illinois,131023,395300,203,6183,6183,53640,-666666666,91,3428,1425,4462,17,031,824113,17031824113,0.032831958596150734,0.026546091015169197,0.31936351411922903
Census Tract 8241.14; Cook County; Illinois,140000,408900,369,5550,5550,62863,2883,87,2905,1275,3728,17,031,824114,17031824114,0.06648648648648649,0.029948364888123923,0.34200643776824036
Census Tract 8241.15; Cook County; Illinois,68179,269500,248,3897,3712,38693,1555,50,1923,647,2905,17,031,824115,17031824115,0.0668103448275862,0.026001040041601663,0.22271944922547332
Census Tract 8241.16; Cook County; Illinois,79613,334500,531,5197,5197,54098,1421,224,2944,966,3716,17,031,824116,17031824116,0.10217433134500674,0.07608695652173914,0.25995694294940797
Census Tract 8241.19; Cook County; Illinois,110338,421000,126,5172,5172,55503,-666666666,79,2606,1219,3953,17,031,824119,17031824119,0.024361948955916472,0.030314658480429777,0.30837338730078423
Census Tract 8241.21; Cook County; Illinois,89792,283400,193,3146,3135,42019,2267,110,1588,636,2203,17,031,824121,17031824121,0.06156299840510367,0.06926952141057935,0.28869723104857015
Census Tract 8241.22; Cook County; Illinois,150388,375900,263,5830,5814,72516,-666666666,175,3031,972,4490,17,031,824122,17031824122,0.04523563811489508,0.057736720554272515,0.21648106904231626
Census Tract 8241.23; Cook County; Illinois,101714,279500,117,7581,7521,43674,1769,273,3946,827,4910,17,031,824123,17031824123,0.015556441962504986,0.0691839837810441,0.1684317718940937
Census Tract 8241.24; Cook County; Illinois,92098,307700,440,3064,3023,42583,1275,145,1725,486,2228,17,031,824124,17031824124,0.14555077737347005,0.08405797101449275,0.21813285457809695
Census Tract 8241.25; Cook County; Illinois,121991,279000,137,4247,4247,42214,2705,141,2478,649,3017,17,031,824125,17031824125,0.03225806451612903,0.05690072639225181,0.2151143520053033
Census Tract 8241.26; Cook County; Illinois,166333,390600,414,5690,5690,60708,-666666666,195,3316,1093,3930,17,031,824126,17031824126,0.07275922671353251,0.058805790108564536,0.278117048346056
Census Tract 8241.27; Cook County; Illinois,100313,335000,164,3893,3883,47218,-666666666,113,1980,596,2899,17,031,824127,17031824127,0.04223538501158898,0.05707070707070707,0.20558813383925492
Census Tract 8241.28; Cook County; Illinois,99744,430000,156,4283,4283,51884,637,118,2058,804,3281,17,031,824128,17031824128,0.03642306794303059,0.057337220602526724,0.24504724169460532
Census Tract 8241.29; Cook County; Illinois,115625,410400,89,4000,3843,60791,2597,91,1975,824,3032,17,031,824129,17031824129,0.023158990372105125,0.04607594936708861,0.2717678100263852
Census Tract 8243; Cook County; Illinois,49632,146700,1180,4123,4015,26886,1500,327,1942,308,2698,17,031,824300,17031824300,0.29389788293897884,0.16838311019567456,0.11415863602668644
Census Tract 8244; Cook County; Illinois,46336,268500,280,1912,1623,28396,1194,45,701,211,1416,17,031,824400,17031824400,0.1725200246457178,0.06419400855920114,0.14901129943502825
Census Tract 8245.03; Cook County; Illinois,95761,258200,768,6312,6312,47786,1410,150,3250,1362,4733,17,031,824503,17031824503,0.12167300380228137,0.046153846153846156,0.28776674413691106
Census Tract 8245.05; Cook County; Illinois,75876,254900,349,6363,6363,41461,1338,167,3432,897,4570,17,031,824505,17031824505,0.05484834197705485,0.048659673659673656,0.1962800875273523
Census Tract 8245.07; Cook County; Illinois,90417,282000,133,3720,3720,54027,1031,50,1996,543,2858,17,031,824507,17031824507,0.03575268817204301,0.025050100200400802,0.1899930020993702
Census Tract 8245.08; Cook County; Illinois,75833,235600,486,3659,3659,53765,1229,185,1885,688,2867,17,031,824508,17031824508,0.13282317573107405,0.09814323607427056,0.23997209626787583
Census Tract 8245.09; Cook County; Illinois,122100,285800,286,5004,4953,43457,1305,118,2401,867,3409,17,031,824509,17031824509,0.05774278215223097,0.04914618908788005,0.2543267820475213
Census Tract 8246.01; Cook County; Illinois,84519,232800,174,4049,4049,43396,1445,120,2228,397,2832,17,031,824601,17031824601,0.04297357372190665,0.05385996409335727,0.14018361581920905
Census Tract 8246.02; Cook County; Illinois,82366,225900,113,6508,6508,35985,1429,188,3580,800,4449,17,031,824602,17031824602,0.01736324523663184,0.05251396648044693,0.17981568891885816
Census Tract 8247.01; Cook County; Illinois,56726,201800,572,3602,3564,29905,1655,217,1769,265,2479,17,031,824701,17031824701,0.16049382716049382,0.12266817410966648,0.10689794271883823
Census Tract 8247.02; Cook County; Illinois,67316,187700,659,5315,5197,37741,1096,74,2812,450,3828,17,031,824702,17031824702,0.1268039253415432,0.02631578947368421,0.11755485893416928
Census Tract 8248; Cook County; Illinois,73125,166900,1479,7349,7268,21278,1252,345,3841,415,4287,17,031,824800,17031824800,0.203494771601541,0.08982035928143713,0.09680429204571962
Census Tract 8249; Cook County; Illinois,87393,155000,448,3043,2946,30172,1354,20,1253,134,1968,17,031,824900,17031824900,0.15207060420909707,0.01596169193934557,0.06808943089430894
Census Tract 8250; Cook County; Illinois,86067,231900,400,4594,4591,41469,1264,118,2660,781,3517,17,031,825000,17031825000,0.08712698758440426,0.0443609022556391,0.22206425931191356
Census Tract 8252; Cook County; Illinois,74946,220900,165,1778,1778,39771,2167,123,1074,201,1293,17,031,825200,17031825200,0.09280089988751405,0.11452513966480447,0.1554524361948956
Census Tract 8253.02; Cook County; Illinois,123750,292100,392,5337,5337,50852,1569,225,3146,601,3635,17,031,825302,17031825302,0.07344950346636687,0.07151938970120789,0.16533700137551582
Census Tract 8253.03; Cook County; Illinois,82596,255600,309,3778,3778,40929,1467,80,2026,496,2789,17,031,825303,17031825303,0.08178930651138168,0.039486673247778874,0.17784152025815705
Census Tract 8253.04; Cook County; Illinois,101089,267200,292,3981,3944,47828,1459,137,2285,720,2956,17,031,825304,17031825304,0.07403651115618662,0.059956236323851206,0.2435723951285521
Census Tract 8254; Cook County; Illinois,88346,231500,495,5510,5414,43608,1368,155,3063,814,4239,17,031,825400,17031825400,0.09142962689323975,0.05060398302317989,0.19202642132578437
Census Tract 8255.01; Cook County; Illinois,62300,183300,393,5040,4859,44545,1398,244,2459,535,3605,17,031,825501,17031825501,0.08088083967894628,0.09922732818218788,0.14840499306518723
Census Tract 8255.03; Cook County; Illinois,82031,169800,1483,6957,6947,36277,1188,488,3259,618,4959,17,031,825503,17031825503,0.2134734417734274,0.14973918379871126,0.12462189957652753
Census Tract 8255.04; Cook County; Illinois,77679,218600,1446,3762,3760,32108,1357,212,1865,207,2470,17,031,825504,17031825504,0.38457446808510637,0.11367292225201073,0.08380566801619434
Census Tract 8255.05; Cook County; Illinois,90357,200400,440,5445,5107,31745,2279,209,2520,824,3734,17,031,825505,17031825505,0.08615625611905228,0.08293650793650793,0.2206748794858061
Census Tract 8256; Cook County; Illinois,58919,126800,1041,5146,5146,25138,1577,347,2403,592,3185,17,031,825600,17031825600,0.20229304314030314,0.14440282979608823,0.1858712715855573
Census Tract 8257; Cook County; Illinois,57790,161300,570,3937,3632,25856,1208,188,1855,274,2776,17,031,825700,17031825700,0.15693832599118943,0.10134770889487871,0.09870317002881844
Census Tract 8258.01; Cook County; Illinois,36981,109000,1284,3345,3345,24347,1201,169,1472,271,2262,17,031,825801,17031825801,0.38385650224215245,0.11480978260869565,0.1198054818744474
Census Tract 8258.02; Cook County; Illinois,70696,158200,1472,6181,6181,28243,1560,250,2975,755,4116,17,031,825802,17031825802,0.23814916680148843,0.08403361344537816,0.18343051506316813
Census Tract 8258.03; Cook County; Illinois,66051,154400,773,5483,5425,34967,873,291,3216,736,4001,17,031,825803,17031825803,0.1424884792626728,0.09048507462686567,0.18395401149712573
Census Tract 8259; Cook County; Illinois,46705,136700,1066,3055,3055,20468,1510,311,1494,204,1838,17,031,825900,17031825900,0.34893617021276596,0.20816599732262384,0.11099020674646355
Census Tract 8260; Cook County; Illinois,77825,102400,872,2597,2597,28192,945,62,1037,154,1691,17,031,826000,17031826000,0.3357720446669234,0.05978784956605593,0.09107037256061502
Census Tract 8261; Cook County; Illinois,51316,133700,736,5316,5316,27309,1304,278,2920,355,3432,17,031,826100,17031826100,0.1384499623777276,0.09520547945205479,0.10343822843822843
Census Tract 8262.01; Cook County; Illinois,44409,112200,735,3811,3625,29980,1074,262,1637,604,3254,17,031,826201,17031826201,0.20275862068965517,0.16004886988393402,0.1856177012907191
Census Tract 8262.02; Cook County; Illinois,68878,150600,1438,6211,6202,25681,1611,311,2885,367,3254,17,031,826202,17031826202,0.23186069009996776,0.10779896013864818,0.11278426551936079
Census Tract 8263.01; Cook County; Illinois,70274,156200,532,4145,4145,26554,1547,420,2286,232,2744,17,031,826301,17031826301,0.12834740651387214,0.1837270341207349,0.08454810495626822
Census Tract 8263.03; Cook County; Illinois,85357,177700,443,3452,3427,34224,2050,123,1445,374,2253,17,031,826303,17031826303,0.12926758097461336,0.08512110726643599,0.16600088770528185
Census Tract 8263.04; Cook County; Illinois,44750,163000,647,2727,2724,25882,1309,99,990,494,2118,17,031,826304,17031826304,0.23751835535976504,0.1,0.2332389046270066
Census Tract 8264.01; Cook County; Illinois,49580,154300,756,3065,2871,22839,1881,251,1523,254,2006,17,031,826401,17031826401,0.26332288401253917,0.16480630334865398,0.12662013958125623
Census Tract 8264.02; Cook County; Illinois,56591,139100,1040,5184,5053,28763,1547,182,2268,681,3516,17,031,826402,17031826402,0.20581832574708095,0.08024691358024691,0.19368600682593856
Census Tract 8265; Cook County; Illinois,58524,121100,1592,5811,5811,27666,1183,406,2689,351,3422,17,031,826500,17031826500,0.27396317329203235,0.15098549646708814,0.10257159555815312
Census Tract 8266; Cook County; Illinois,43675,114000,2127,4798,4798,18261,1203,118,1727,363,2730,17,031,826600,17031826600,0.44330971238015837,0.06832657788071801,0.13296703296703297
Census Tract 8267; Cook County; Illinois,39726,117100,1636,4198,4195,21171,1208,493,1986,184,2770,17,031,826700,17031826700,0.3899880810488677,0.24823766364551864,0.0664259927797834
Census Tract 8268; Cook County; Illinois,61062,131600,1044,4554,4554,23174,1205,179,2335,140,2996,17,031,826800,17031826800,0.22924901185770752,0.07665952890792291,0.04672897196261682
Census Tract 8269.01; Cook County; Illinois,24665,80100,535,1629,1629,22539,699,86,712,107,1109,17,031,826901,17031826901,0.3284223449969306,0.12078651685393259,0.09648331830477908
Census Tract 8269.02; Cook County; Illinois,35711,82500,401,1244,1243,15991,1104,140,487,86,871,17,031,826902,17031826902,0.32260659694288013,0.2874743326488706,0.09873708381171067
Census Tract 8270; Cook County; Illinois,53750,84100,567,3162,3162,27317,1161,149,1533,246,2254,17,031,827000,17031827000,0.1793168880455408,0.09719504240052185,0.10913930789707187
Census Tract 8271; Cook County; Illinois,25404,79500,577,1982,1982,22873,926,87,954,168,1497,17,031,827100,17031827100,0.29112008072653883,0.09119496855345911,0.11222444889779559
Census Tract 8272; Cook County; Illinois,56964,129400,468,3546,3546,28426,1194,363,1651,81,2378,17,031,827200,17031827200,0.1319796954314721,0.21986674742580253,0.03406223717409588
Census Tract 8273; Cook County; Illinois,29966,106200,920,2546,2538,24924,631,131,928,143,1508,17,031,827300,17031827300,0.3624901497241923,0.1411637931034483,0.09482758620689655
Census Tract 8274; Cook County; Illinois,32485,120200,634,2716,2481,26564,716,70,1138,211,1899,17,031,827400,17031827400,0.2555421201128577,0.061511423550087874,0.1111111111111111
Census Tract 8275; Cook County; Illinois,73043,88000,485,5130,5130,23758,1114,403,2771,81,2997,17,031,827500,17031827500,0.09454191033138401,0.14543486106098882,0.02702702702702703
Census Tract 8276; Cook County; Illinois,50038,140200,554,2804,2746,22639,2036,76,1281,180,1888,17,031,827600,17031827600,0.20174799708667152,0.05932864949258392,0.09533898305084745
Census Tract 8277; Cook County; Illinois,56038,119600,725,2568,2565,22983,1194,226,1268,155,1438,17,031,827700,17031827700,0.2826510721247563,0.17823343848580442,0.10778859527121001
Census Tract 8278.01; Cook County; Illinois,82489,199200,803,4429,4188,33116,1272,213,2212,437,3268,17,031,827801,17031827801,0.191738299904489,0.09629294755877034,0.13372093023255813
Census Tract 8278.02; Cook County; Illinois,86042,219200,292,3318,3202,31449,2702,187,1795,200,2050,17,031,827802,17031827802,0.09119300437226734,0.10417827298050139,0.0975609756097561
Census Tract 8278.04; Cook County; Illinois,80458,215600,388,2968,2968,38661,1921,57,1477,455,2163,17,031,827804,17031827804,0.1307277628032345,0.03859174001354096,0.21035598705501618
Census Tract 8278.05; Cook County; Illinois,97500,242500,466,2531,2531,39668,2569,212,1252,343,1647,17,031,827805,17031827805,0.18411694982220467,0.16932907348242812,0.2082574377656345
Census Tract 8279.01; Cook County; Illinois,96696,291700,126,1963,1805,46779,3501,50,810,232,1500,17,031,827901,17031827901,0.06980609418282549,0.06172839506172839,0.15466666666666667
Census Tract 8279.02; Cook County; Illinois,64507,161600,754,4415,4415,30494,1230,185,1951,294,2903,17,031,827902,17031827902,0.17078142695356738,0.09482316760635572,0.10127454357561144
Census Tract 8280; Cook County; Illinois,70673,160800,515,5254,5184,40662,1206,323,2819,775,3615,17,031,828000,17031828000,0.09934413580246913,0.11457963816956368,0.2143845089903181
Census Tract 8281; Cook County; Illinois,76034,176500,385,4497,4497,39791,1707,373,2583,533,3235,17,031,828100,17031828100,0.08561263064265065,0.14440572977158342,0.16476043276661514
Census Tract 8282.01; Cook County; Illinois,67813,158700,559,4116,4116,33033,1134,211,2355,451,2816,17,031,828201,17031828201,0.1358114674441205,0.08959660297239914,0.16015625
Census Tract 8282.02; Cook County; Illinois,57353,202900,1195,5111,5111,33470,1169,203,2498,504,3690,17,031,828202,17031828202,0.2338094306397965,0.08126501200960769,0.13658536585365855
Census Tract 8283; Cook County; Illinois,53400,156000,355,3015,3015,33036,1105,245,1557,567,2305,17,031,828300,17031828300,0.11774461028192372,0.1573538856775851,0.24598698481561823
Census Tract 8284.01; Cook County; Illinois,70054,212000,483,3426,3394,32669,1259,118,1498,403,2161,17,031,828401,17031828401,0.1423099587507366,0.0787716955941255,0.18648773715872283
Census Tract 8284.02; Cook County; Illinois,59534,159300,646,3442,3368,30294,1230,157,1466,543,2227,17,031,828402,17031828402,0.19180522565320665,0.10709413369713507,0.24382577458464302
Census Tract 8285.03; Cook County; Illinois,62153,73100,804,4500,4351,22403,1389,169,1903,229,2667,17,031,828503,17031828503,0.18478510687198346,0.08880714661061481,0.08586426696662917
Census Tract 8285.04; Cook County; Illinois,71154,147200,836,4848,4826,24206,1715,331,2366,284,3118,17,031,828504,17031828504,0.1732283464566929,0.13989856297548606,0.09108402822322001
Census Tract 8285.05; Cook County; Illinois,105748,240800,669,6643,6640,41562,1420,218,3815,1327,4483,17,031,828505,17031828505,0.10075301204819277,0.05714285714285714,0.2960071380771805
Census Tract 8285.07; Cook County; Illinois,87104,206500,221,4172,4172,37591,1659,207,2034,570,2809,17,031,828507,17031828507,0.052972195589645256,0.10176991150442478,0.2029191883232467
Census Tract 8285.08; Cook County; Illinois,63107,109300,783,4443,4418,31994,1349,81,2629,413,3402,17,031,828508,17031828508,0.17722951561792666,0.03081019399011031,0.12139917695473251
Census Tract 8286.01; Cook County; Illinois,104002,226100,186,4153,4148,46994,1188,184,2221,1059,2991,17,031,828601,17031828601,0.044840887174541946,0.08284556506078343,0.354062186559679
Census Tract 8286.02; Cook County; Illinois,107154,262900,447,4417,4220,40273,2660,157,2248,614,3066,17,031,828602,17031828602,0.10592417061611374,0.06983985765124555,0.20026092628832354
Census Tract 8287.01; Cook County; Illinois,63686,221300,931,4236,4231,31890,979,385,1963,759,2765,17,031,828701,17031828701,0.22004254313401087,0.19612837493632196,0.27450271247739605
Census Tract 8287.02; Cook County; Illinois,90263,191900,282,3893,3757,40647,1457,432,2352,608,2925,17,031,828702,17031828702,0.07505988820867714,0.1836734693877551,0.20786324786324786
Census Tract 8288.01; Cook County; Illinois,111042,223200,654,5318,5163,48890,2310,218,2688,894,3633,17,031,828801,17031828801,0.12667054038349795,0.08110119047619048,0.24607762180016515
Census Tract 8288.02; Cook County; Illinois,70565,180700,284,3129,3108,28251,1244,114,1329,448,1971,17,031,828802,17031828802,0.09137709137709138,0.08577878103837472,0.22729578893962454
Census Tract 8289; Cook County; Illinois,46979,137900,1415,3918,3906,21106,1068,268,1721,260,2250,17,031,828900,17031828900,0.36226318484383,0.1557234166182452,0.11555555555555555
