NAME,median_household_income,per_capita_income,population_below_poverty,poverty_universe,median_property_value,median_gross_rent,unemployed,labor_force,total_population,pop_white_alone,pop_black_alone,pop_aian_alone,pop_asian_alone,pop_nhpi_alone,pop_other_alone,pop_two_or_more_races,pop_hispanic_latino,education_universe,edu_high_school_diploma,edu_ged,edu_some_college_lt1yr,edu_some_college_gt1yr,edu_associates,edu_bachelors,edu_masters,edu_professional,edu_doctorate,state,county,tract,GEOID,poverty_rate,unemployment_rate,pct_white,pct_black,pct_asian,pct_hispanic,pct_bachelors_plus,pct_no_hs
Census Tract 8164.01; Cook County; Illinois,92537,27785,194,3838,306800,1222,134,2000,3838,311,25,135,72,0,1988,1307,3429,2564,608,158,49,196,69,186,26,0,0,17,031,816401,17031816401,0.05054715997915581,0.067,0.08103178738926524,0.006513809275664409,0.018759770713913496,0.8934340802501303,0.08268330733229329,0.4960998439937597
Census Tract 8164.02; Cook County; Illinois,59792,22948,482,5147,243000,1162,71,2366,5174,608,579,12,0,0,1706,2269,4290,2986,686,185,222,288,174,225,89,17,0,17,031,816402,17031816402,0.0936467845346804,0.030008453085376162,0.11751063007344414,0.11190568225744105,0.0,0.8291457286432161,0.11085063630274615,0.3683858004018754
Census Tract 8165; Cook County; Illinois,63328,30216,463,4052,-666666666,947,80,2361,4052,792,130,21,0,0,2118,991,3256,2879,736,69,83,505,208,190,89,25,0,17,031,816500,17031816500,0.11426456071076012,0.0338839474798814,0.19545903257650543,0.032082922013820334,0.0,0.8035538005923001,0.1055922195206669,0.33831191385897885
Census Tract 8166; Cook County; Illinois,66120,21964,523,4222,243200,1412,120,1978,4222,618,66,137,26,0,1994,1381,3894,2340,734,91,199,223,134,209,47,31,0,17,031,816600,17031816600,0.12387494078635718,0.06066734074823053,0.14637612505921363,0.015632401705352912,0.006158218853623875,0.9223117006158219,0.12264957264957264,0.28717948717948716
Census Tract 8167; Cook County; Illinois,68177,26680,266,2697,242600,982,83,1368,2697,603,151,0,200,0,1150,593,1879,1890,505,163,63,150,178,166,43,0,0,17,031,816700,17031816700,0.09862810530218762,0.06067251461988304,0.2235817575083426,0.05598813496477568,0.07415647015202076,0.696700037078235,0.11058201058201059,0.3291005291005291
Census Tract 8168; Cook County; Illinois,85521,32971,1019,5416,246900,1456,94,2636,5534,1684,1755,32,170,0,1336,557,2576,3815,1444,137,252,576,212,370,251,83,15,17,031,816800,17031816800,0.18814623338257017,0.03566009104704097,0.3043006866642573,0.3171304662088905,0.030719190458980847,0.46548608601373326,0.18846657929226737,0.1245085190039319
Census Tract 8169; Cook County; Illinois,103816,31323,436,5630,225900,1454,222,3309,5630,232,3670,0,132,0,1083,513,1844,3815,957,191,479,592,278,612,117,32,10,17,031,816900,17031816900,0.07744227353463588,0.06708975521305531,0.04120781527531083,0.6518650088809946,0.02344582593250444,0.3275310834813499,0.20209698558322411,0.14338138925294885
Census Tract 8170; Cook County; Illinois,78549,32328,331,4811,238900,1316,114,2581,4975,411,2907,0,43,0,813,801,1898,3315,928,225,301,318,271,489,135,19,0,17,031,817000,17031817000,0.06880066514238205,0.04416892677256877,0.08261306532663316,0.5843216080402011,0.00864321608040201,0.3815075376884422,0.19396681749622927,0.18974358974358974
Census Tract 8171.01; Cook County; Illinois,71134,29080,1045,4884,232200,1208,150,2337,4884,95,3990,97,4,0,664,34,916,3456,890,91,343,785,524,297,67,0,9,17,031,817101,17031817101,0.21396396396396397,0.06418485237483953,0.019451269451269453,0.816953316953317,0.000819000819000819,0.18755118755118755,0.10792824074074074,0.13020833333333337
Census Tract 8171.02; Cook County; Illinois,71621,34187,299,2767,226900,1301,117,1292,2767,181,2113,0,12,0,231,230,278,1964,537,43,228,244,259,210,134,6,16,17,031,817102,17031817102,0.1080592699674738,0.09055727554179567,0.06541380556559451,0.7636429345861945,0.0043368268883267076,0.10046982291290206,0.18635437881873726,0.14613034623217924
Census Tract 8172; Cook County; Illinois,63067,25000,597,4387,228200,1268,55,1956,4387,114,2882,0,0,0,978,413,1324,2762,901,37,63,529,75,420,178,0,16,17,031,817200,17031817200,0.136083884203328,0.028118609406952964,0.025985867335308867,0.6569409619329838,0.0,0.30180077501709596,0.222302679217958,0.19659666908037654
Census Tract 8173; Cook County; Illinois,66875,26125,366,2686,183300,1705,121,1312,2687,226,959,105,35,0,936,426,1709,1598,512,76,43,300,174,155,51,9,0,17,031,817300,17031817300,0.13626209977661952,0.09222560975609756,0.08410867138072199,0.35690360997394865,0.013025679196129512,0.6360253070338667,0.13454317897371715,0.17396745932415525
Census Tract 8174; Cook County; Illinois,99018,34050,417,3143,265900,1445,124,1514,3143,983,596,27,95,0,1043,399,1973,2003,383,73,173,185,256,210,222,42,35,17,031,817400,17031817400,0.13267578746420616,0.08190224570673713,0.31275851097677376,0.18962774419344575,0.030225898822780782,0.6277441934457525,0.25411882176734896,0.21168247628557169
Census Tract 8175; Cook County; Illinois,49985,27955,745,3872,230000,1019,68,1585,3872,693,1891,3,168,0,351,766,1173,2467,805,67,75,300,144,349,95,24,0,17,031,817500,17031817500,0.19240702479338842,0.04290220820189274,0.17897727272727273,0.48837809917355374,0.04338842975206612,0.30294421487603307,0.18970409404134578,0.24645318200243216
Census Tract 8176; Cook County; Illinois,52317,21235,988,4026,225500,1033,306,1723,4076,87,3060,74,8,0,664,183,972,2605,895,199,131,393,225,298,105,0,0,17,031,817600,17031817600,0.24540486835568803,0.1775972141613465,0.021344455348380767,0.7507360157016683,0.001962708537782139,0.23846908734052993,0.1547024952015355,0.13781190019193856
Census Tract 8177; Cook County; Illinois,87970,31206,474,5036,230700,1653,116,2191,5036,134,3519,29,0,0,903,451,1411,3250,1011,147,56,539,332,394,198,19,0,17,031,817700,17031817700,0.09412231930103257,0.05294386125057052,0.02660841938046068,0.698768864177919,0.0,0.2801826846703733,0.188,0.17046153846153844
Census Tract 8179; Cook County; Illinois,61250,34321,572,5781,259000,1070,252,3011,5807,659,3690,10,13,3,1156,276,1319,4229,1266,144,233,752,327,480,191,14,8,17,031,817900,17031817900,0.09894481923542639,0.08369312520757223,0.11348372653693818,0.6354399862235234,0.002238677458240055,0.2271396590322025,0.1638685268384961,0.19248049184204308
Census Tract 8180; Cook County; Illinois,65641,42985,477,4169,272900,1205,76,1833,4180,1329,1512,214,210,11,564,340,1051,2842,994,39,155,463,132,435,303,75,0,17,031,818000,17031818000,0.11441592708083473,0.041462084015275506,0.3179425837320574,0.3617224880382775,0.050239234449760764,0.25143540669856457,0.2860661505981703,0.0865587614356087
Census Tract 8181; Cook County; Illinois,112292,63825,25,2167,331800,1921,29,1240,2167,1105,310,35,200,0,245,272,586,1691,326,76,73,93,156,552,257,21,26,17,031,818100,17031818100,0.011536686663590217,0.02338709677419355,0.5099215505306876,0.1430549146285187,0.09229349330872173,0.27041993539455467,0.5062093435836783,0.06564163217031338
Census Tract 8182; Cook County; Illinois,110625,54717,404,4607,299900,1728,186,2845,4621,1601,1722,0,83,0,602,613,1310,3293,528,119,364,360,395,750,540,8,0,17,031,818200,17031818200,0.08769264163229867,0.06537785588752197,0.34646180480415495,0.3726466132871673,0.017961480199091107,0.28348842241938976,0.3941694503492256,0.06954145156392344
Census Tract 8183; Cook County; Illinois,73929,34188,352,5936,240600,1173,68,3692,6096,1095,3041,63,10,0,1455,432,2144,4477,1222,240,371,500,319,752,132,52,0,17,031,818300,17031818300,0.05929919137466307,0.018418201516793065,0.1796259842519685,0.4988517060367454,0.0016404199475065617,0.35170603674540685,0.20906857270493634,0.19857047129774408
Census Tract 8184.01; Cook County; Illinois,86827,43261,197,3361,301400,1214,142,2068,3430,1032,966,0,58,0,865,509,1364,2624,699,32,188,420,130,490,186,0,10,17,031,818401,17031818401,0.058613507884558165,0.06866537717601548,0.3008746355685131,0.2816326530612245,0.016909620991253645,0.397667638483965,0.2614329268292683,0.17873475609756095
Census Tract 8184.02; Cook County; Illinois,72112,43072,225,3368,315300,1638,179,1711,3368,1546,639,0,65,0,725,393,1204,2598,398,76,106,350,195,855,388,8,7,17,031,818402,17031818402,0.06680522565320665,0.10461718293395675,0.45902612826603323,0.18972684085510688,0.019299287410926364,0.35748218527315917,0.4842186297151655,0.08275596612779057
Census Tract 8185; Cook County; Illinois,86598,55984,194,4980,347000,1726,62,2285,5068,3790,587,0,246,0,205,240,561,4293,1048,123,102,706,251,1219,495,77,145,17,031,818500,17031818500,0.03895582329317269,0.027133479212253828,0.7478295185477506,0.11582478295185478,0.04853985793212313,0.11069455406471981,0.4509666899604007,0.029583042161658524
Census Tract 8186; Cook County; Illinois,102448,59577,269,4753,387800,1220,56,2689,4758,3616,222,13,235,0,269,403,738,3331,478,126,147,271,281,939,979,48,0,17,031,818600,17031818600,0.05659583420997265,0.020825585719598364,0.7599831862126945,0.04665825977301387,0.04939050021017234,0.15510718789407313,0.5902131492044431,0.018613029120384317
Census Tract 8187; Cook County; Illinois,125120,55298,127,3618,321100,1463,31,1923,3618,2683,25,0,34,0,262,614,678,2654,623,92,152,212,317,577,417,133,41,17,031,818700,17031818700,0.03510226644555003,0.01612064482579303,0.7415699281370923,0.006909894969596462,0.009397457158651189,0.18739635157545606,0.4400904295403165,0.03391107761868872
Census Tract 8188; Cook County; Illinois,114614,53196,181,5524,340100,1085,54,3025,5524,4352,64,0,108,0,528,472,948,3732,823,21,161,439,188,1192,543,129,85,17,031,818800,17031818800,0.03276611151339609,0.01785123966942149,0.7878349022447502,0.011585807385952208,0.01955104996379435,0.1716147719044171,0.5222400857449089,0.04046087888531613
Census Tract 8189; Cook County; Illinois,103389,48698,275,4353,406900,1546,109,2329,4595,3427,177,6,113,0,295,577,983,3474,523,169,262,378,189,991,528,48,80,17,031,818900,17031818900,0.06317482196186539,0.04680120223271791,0.745810663764962,0.03852013057671382,0.024591947769314473,0.21392818280739934,0.4740932642487047,0.08808290155440412
Census Tract 8190; Cook County; Illinois,185217,70478,103,4587,662700,1964,81,2215,4659,4110,120,0,54,0,0,375,513,3004,297,29,90,277,174,1020,699,245,129,17,031,819000,17031819000,0.022454763461957707,0.036568848758465014,0.8821635544108177,0.025756600128783,0.01159047005795235,0.11010946555054733,0.6967376830892144,0.01464713715046606
Census Tract 8191; Cook County; Illinois,47216,31679,845,4222,237800,1145,100,2131,4222,2180,63,7,59,0,1333,580,2118,3088,879,109,396,372,284,345,184,49,66,17,031,819100,17031819100,0.20014211274277593,0.04692632566870014,0.5163429654192326,0.014921837991473235,0.01397441970630033,0.5016579819990525,0.20854922279792745,0.13082901554404147
Census Tract 8192; Cook County; Illinois,95500,32769,596,6252,265300,1408,143,3143,6252,3355,107,0,269,42,1898,581,3087,4142,863,138,454,688,521,421,221,22,42,17,031,819200,17031819200,0.09532949456174024,0.04549793191218581,0.5366282789507357,0.01711452335252719,0.04302623160588612,0.4937619961612284,0.1704490584258812,0.18638338966682766
Census Tract 8193; Cook County; Illinois,106917,43553,409,2665,303200,1265,14,1295,2666,1929,42,17,50,0,289,339,648,1920,263,14,168,330,210,686,120,31,11,17,031,819300,17031819300,0.15347091932457785,0.010810810810810811,0.7235558889722431,0.015753938484621154,0.018754688672168042,0.24306076519129782,0.44166666666666665,0.04531249999999998
Census Tract 8194; Cook County; Illinois,77028,47866,213,5582,319600,1428,193,3131,5582,3635,790,0,17,0,311,829,1337,3898,909,97,347,715,390,748,268,18,51,17,031,819400,17031819400,0.03815836617699749,0.06164164803577132,0.6512002866356145,0.1415263346470799,0.003045503403797922,0.23951988534575422,0.27834787070292455,0.09107234479220117
Census Tract 8195; Cook County; Illinois,93224,66532,255,3218,329800,1932,10,1816,3266,2165,397,0,70,0,370,264,722,2434,505,48,212,236,186,677,288,103,76,17,031,819500,17031819500,0.07924176507147296,0.005506607929515419,0.662890385793019,0.12155541947336192,0.021432945499081445,0.22106552357624004,0.47000821692686934,0.0423171733771569
Census Tract 8196; Cook County; Illinois,213750,80505,173,4129,601800,2241,37,2268,4129,3445,91,14,35,0,161,383,578,2638,196,55,38,171,359,894,746,117,17,17,031,819600,17031819600,0.041898764834100266,0.016313932980599646,0.834342455800436,0.02203923468152095,0.008476628723661903,0.1399854686364737,0.6724791508718726,0.01705837755875661
Census Tract 8197; Cook County; Illinois,227901,98756,135,5578,762800,1067,79,2878,5607,4967,0,0,132,0,11,497,347,3381,79,8,48,103,75,1636,1011,286,135,17,031,819700,17031819700,0.024202223019003228,0.027449617790132035,0.8858569645086499,0.0,0.023542001070090957,0.06188692705546638,0.9074238391008578,0.0
Census Tract 8198.01; Cook County; Illinois,232716,100822,54,5079,752200,1925,101,2353,5082,4682,37,8,65,0,16,274,114,3143,134,6,14,103,39,1659,802,327,33,17,031,819801,17031819801,0.010632014176018901,0.042923926901827454,0.9212908303817394,0.007280598189689099,0.012790240062967336,0.02243211334120425,0.8975501113585747,0.008272351256761068
Census Tract 8198.02; Cook County; Illinois,206125,141147,29,2401,731100,2803,15,1116,2401,2086,8,0,103,0,2,202,127,1650,62,4,54,60,51,754,496,140,29,17,031,819802,17031819802,0.012078300708038317,0.013440860215053764,0.8688046647230321,0.003331945022907122,0.042898792169929194,0.052894627238650564,0.86,0.0
Census Tract 8199; Cook County; Illinois,240625,87285,51,3287,776200,-666666666,41,1395,3287,2896,3,0,7,0,33,348,411,1842,169,8,50,94,37,795,398,189,84,17,031,819900,17031819900,0.015515667782172194,0.02939068100358423,0.8810465470033465,0.0009126863401277761,0.0021296014602981443,0.12503802859750532,0.7958740499457112,0.009771986970684043
Census Tract 8200; Cook County; Illinois,250001,118606,117,2121,1089700,3501,48,957,2121,1607,0,0,338,0,0,176,94,1300,90,18,43,75,27,452,294,211,31,17,031,820000,17031820000,0.055162659123055166,0.050156739811912224,0.7576614804337577,0.0,0.15935879302215936,0.04431871758604432,0.76,0.04538461538461536
Census Tract 8201.01; Cook County; Illinois,124334,87095,357,7289,518900,1750,154,3181,7696,6486,224,78,337,0,152,419,489,5773,689,53,315,717,330,1981,1143,299,80,17,031,820101,17031820101,0.04897791192207436,0.0484124489154354,0.8427754677754677,0.029106029106029108,0.04378898128898129,0.06353950103950104,0.6067902303828165,0.028754547029274158
Census Tract 8201.03; Cook County; Illinois,92539,56174,245,4175,416300,1538,90,2256,4227,3176,83,0,222,0,346,400,590,3010,538,73,94,385,210,1025,307,76,46,17,031,820103,17031820103,0.058682634730538925,0.0398936170212766,0.7513603028152354,0.019635675419919566,0.0525195173882186,0.13957889756328365,0.4830564784053156,0.08504983388704324
Census Tract 8201.04; Cook County; Illinois,84615,49011,392,4653,370300,1434,152,2553,4664,3051,338,0,170,0,391,714,1012,3205,583,21,311,465,287,684,444,74,82,17,031,820104,17031820104,0.08424672254459488,0.05953779866823345,0.6541595197255574,0.07246998284734134,0.036449399656946824,0.2169811320754717,0.4006240249609984,0.07925117004680182
Census Tract 8202.02; Cook County; Illinois,78182,36825,316,3224,180600,1121,97,1521,3239,2091,5,5,24,0,546,568,1222,2274,816,101,177,283,199,217,141,0,16,17,031,820202,17031820202,0.09801488833746898,0.06377383300460224,0.6455696202531646,0.0015436863229391787,0.007409694350108058,0.37727693732633527,0.1644678979771328,0.1424802110817942
Census Tract 8202.03; Cook County; Illinois,129000,64584,196,3724,490600,-666666666,19,1711,3724,2905,0,0,223,0,388,208,285,2548,418,61,213,272,151,701,394,101,142,17,031,820203,17031820203,0.05263157894736842,0.011104617182933957,0.7800751879699248,0.0,0.05988184747583244,0.07653061224489796,0.5251177394034537,0.037284144427001564
Census Tract 8202.04; Cook County; Illinois,101838,92040,323,4810,470800,1170,143,2784,4810,3770,0,156,398,0,353,133,957,3941,869,37,136,195,143,1062,584,543,84,17,031,820204,17031820204,0.06715176715176716,0.051364942528735635,0.7837837837837838,0.0,0.08274428274428275,0.19896049896049897,0.5767571682314133,0.0730778990104034
Census Tract 8203; Cook County; Illinois,73494,34067,702,6308,240000,1256,124,3174,6308,1625,13,110,287,0,2356,1917,5206,4088,1085,199,211,550,222,469,101,10,0,17,031,820300,17031820300,0.11128725428027901,0.039067422810333964,0.25760938490805324,0.002060875079264426,0.04549778059606849,0.8253012048192772,0.14187866927592954,0.3035714285714286
Census Tract 8204; Cook County; Illinois,53580,32373,512,4530,224300,994,154,1838,4538,868,363,108,128,0,1843,1228,3502,3423,1061,140,148,186,196,356,102,1,13,17,031,820400,17031820400,0.1130242825607064,0.08378672470076169,0.19127368884971352,0.07999118554429265,0.028206258263552227,0.7717055971793741,0.13789073911773297,0.35641250365176746
Census Tract 8205.01; Cook County; Illinois,74614,36953,430,5166,295300,972,182,2617,5169,3297,170,0,244,0,895,563,1873,3595,1124,257,237,305,375,509,230,26,2,17,031,820501,17031820501,0.0832365466511808,0.06954528085594192,0.6378409750435288,0.03288837299284194,0.047204488295608436,0.3623524859740762,0.2133518776077886,0.14742698191933246
Census Tract 8205.02; Cook County; Illinois,62301,28075,823,5321,256600,1133,206,2871,5873,3788,339,35,10,0,528,1173,2172,4323,1332,416,262,561,265,497,140,0,25,17,031,820502,17031820502,0.15467017477917686,0.07175200278648554,0.6449855269879108,0.05772177762642602,0.0017027073046143367,0.36982802656223396,0.15313439740920656,0.19083969465648853
Census Tract 8206.03; Cook County; Illinois,64630,28181,1104,5505,213500,1602,141,2683,5563,3382,221,143,342,0,874,601,1679,3638,1306,148,287,524,245,357,225,13,11,17,031,820603,17031820603,0.2005449591280654,0.05255311218784942,0.6079453532266762,0.03972676613338127,0.06147761998921445,0.3018155671400324,0.16657504123144584,0.14348543155579985
Census Tract 8206.04; Cook County; Illinois,51224,28908,771,3648,215900,1189,161,1743,3648,3213,3,16,0,0,192,224,432,2485,834,69,121,194,290,213,198,54,23,17,031,820604,17031820604,0.21134868421052633,0.09236947791164658,0.8807565789473685,0.0008223684210526315,0.0,0.11842105263157894,0.19637826961770624,0.1967806841046278
Census Tract 8206.05; Cook County; Illinois,63137,31113,1172,4823,239200,1253,249,3113,4823,1635,1993,0,535,0,108,552,677,2923,830,368,340,425,410,357,44,8,0,17,031,820605,17031820605,0.2430022807381298,0.07998715065852875,0.33900062201948994,0.41322828115280946,0.11092680904001659,0.14036906489736678,0.13992473486144372,0.04823811152925073
Census Tract 8206.06; Cook County; Illinois,100694,52086,236,3687,305200,1529,96,2272,3716,2679,105,5,45,0,308,574,839,2841,650,110,174,458,411,460,319,23,45,17,031,820606,17031820606,0.06400867914293464,0.04225352112676056,0.7209364908503767,0.028256189451022606,0.012109795479009687,0.22578040904198063,0.2981344596972897,0.06722984864484338
Census Tract 8207; Cook County; Illinois,66942,35040,850,6910,244900,1154,164,3377,6952,2089,50,23,69,0,2665,2056,5232,4532,1344,229,388,501,444,768,221,23,40,17,031,820700,17031820700,0.12301013024602026,0.04856381403612674,0.3004890678941312,0.007192174913693901,0.009925201380897584,0.7525891829689298,0.2321270962047661,0.1266548984995587
Census Tract 8208; Cook County; Illinois,87025,30221,134,3403,275500,1236,49,1657,3403,1498,26,81,33,0,1058,707,2342,2143,637,149,202,204,174,266,63,19,0,17,031,820800,17031820800,0.03937702027622686,0.029571514785757393,0.44019982368498384,0.007640317367029092,0.00969732588892154,0.688216279753159,0.162389174055063,0.20018665422305182
Census Tract 8209.01; Cook County; Illinois,74233,27838,570,5278,248500,1436,70,2493,5278,2834,25,82,137,0,983,1217,2716,3551,1338,198,326,367,170,337,72,28,0,17,031,820901,17031820901,0.10799545282303903,0.02807862013638187,0.5369458128078818,0.004736642667677151,0.025956801818870785,0.5145888594164456,0.12306392565474514,0.20135173190650524
Census Tract 8209.02; Cook County; Illinois,86065,25930,730,5791,247500,1607,338,2856,5803,2181,0,43,283,0,1634,1662,3562,3290,968,365,145,228,203,267,45,0,0,17,031,820902,17031820902,0.12605767570367812,0.11834733893557423,0.37584008271583663,0.0,0.0487678786834396,0.6138204377046356,0.09483282674772037,0.32492401215805466
Census Tract 8210.01; Cook County; Illinois,51685,27183,789,5069,266900,1211,187,2560,5069,2215,147,18,129,0,1157,1403,2674,3431,922,206,258,572,177,405,56,7,13,17,031,821001,17031821001,0.15565200236733084,0.073046875,0.43696981653186034,0.02899980272243046,0.025448806470704282,0.5275202209508779,0.14019236374234917,0.23754007577965608
Census Tract 8210.02; Cook County; Illinois,73271,35962,1075,4936,269600,1211,317,2409,5009,2814,253,0,127,0,843,972,2074,3470,1287,104,291,441,234,397,197,10,10,17,031,821002,17031821002,0.21778768233387358,0.13158987131589872,0.5617887801956478,0.050509083649431026,0.02535436214813336,0.414054701537233,0.17694524495677233,0.14380403458213253
Census Tract 8211.01; Cook County; Illinois,103409,38275,410,4348,310200,1167,94,2176,4482,2856,44,0,169,0,475,938,1790,3251,856,105,249,529,234,469,225,0,23,17,031,821101,17031821101,0.09429622815087396,0.043198529411764705,0.6372155287817939,0.009817045961624275,0.037706381079875055,0.39937527889335117,0.22054752383881882,0.17256228852660715
Census Tract 8211.02; Cook County; Illinois,100000,33416,322,4511,316800,1144,22,2208,4511,1867,104,0,120,0,975,1445,2680,3054,1059,72,261,337,186,343,209,1,0,17,031,821102,17031821102,0.07138106849922411,0.009963768115942028,0.41387718909332744,0.023054755043227664,0.02660164043449346,0.5941033030370206,0.1810740013097577,0.19187950229207595
Census Tract 8212; Cook County; Illinois,39594,28462,831,5261,208000,998,785,3346,5296,1133,2295,21,0,0,1397,450,2321,4351,837,255,525,461,295,859,276,0,0,17,031,821200,17031821200,0.1579547614521954,0.23460848774656307,0.21393504531722055,0.43334592145015105,0.0,0.43825528700906347,0.2608595725120662,0.19374856354860948
Census Tract 8213; Cook County; Illinois,50063,24690,1092,5753,175400,1082,243,2859,5753,998,1741,0,90,0,2451,473,2767,4155,953,344,441,551,183,502,191,43,0,17,031,821300,17031821300,0.18981401008169652,0.08499475341028331,0.1734747088475578,0.3026247175386755,0.01564401181992004,0.48096645228576396,0.17713598074608905,0.22791817087845967
Census Tract 8214.01; Cook County; Illinois,50946,28337,542,2226,186500,1452,249,1182,2243,25,2035,0,0,0,6,177,25,1570,407,26,83,367,245,200,95,0,21,17,031,821401,17031821401,0.24348607367475292,0.21065989847715735,0.011145786892554615,0.9072670530539456,0.0,0.011145786892554615,0.20127388535031848,0.08025477707006368
Census Tract 8214.02; Cook County; Illinois,71058,25683,309,3450,182200,1157,275,1748,3450,46,2604,0,35,0,414,351,53,2225,412,76,166,556,335,336,156,0,10,17,031,821402,17031821402,0.08956521739130435,0.15732265446224256,0.013333333333333334,0.7547826086956522,0.010144927536231883,0.01536231884057971,0.22561797752808987,0.07999999999999996
Census Tract 8215; Cook County; Illinois,35361,17091,515,1319,91700,1336,78,567,1344,0,1110,0,0,0,152,82,155,756,248,68,38,160,62,52,38,4,0,17,031,821500,17031821500,0.3904473085670963,0.13756613756613756,0.0,0.8258928571428571,0.0,0.11532738095238096,0.12433862433862433,0.11375661375661372
Census Tract 8216; Cook County; Illinois,82955,41435,174,4132,247600,1438,69,2439,4132,1130,2399,0,37,0,391,175,726,2931,528,93,230,353,376,689,433,11,7,17,031,821600,17031821600,0.04211035818005808,0.028290282902829027,0.2734753146176186,0.5805905130687319,0.008954501452081317,0.17570183930300096,0.3889457523029683,0.07198908222449674
Census Tract 8217; Cook County; Illinois,113088,53386,102,4690,281700,-666666666,124,2299,4690,3689,422,12,194,0,141,232,488,3178,460,99,175,346,292,880,587,78,0,17,031,821700,17031821700,0.021748400852878463,0.053936494127881686,0.7865671641791044,0.08997867803837953,0.04136460554371002,0.10405117270788912,0.48615481434864694,0.08212712397734423
Census Tract 8218; Cook County; Illinois,91815,41877,165,5483,269100,1324,270,3025,5483,2506,1357,0,45,0,372,1203,1229,3724,831,27,333,277,325,1275,319,10,60,17,031,821800,17031821800,0.030093014772934523,0.08925619834710743,0.45704906073317525,0.24749224876892212,0.008207185847163961,0.22414736458143353,0.44683136412459723,0.07169709989258866
Census Tract 8219; Cook County; Illinois,103192,39691,332,5018,271000,1616,143,2511,5115,3079,800,111,214,0,118,793,974,3341,551,150,232,443,494,875,344,35,28,17,031,821900,17031821900,0.06616181745715424,0.05694942254082039,0.6019550342130987,0.15640273704789834,0.04183773216031281,0.19042033235581624,0.3837174498653098,0.05656988925471418
Census Tract 8220; Cook County; Illinois,61101,32820,292,4215,173400,678,44,2162,4215,2639,27,0,1,0,810,738,1559,2970,1004,152,306,380,384,330,114,5,38,17,031,822000,17031822000,0.06927639383155397,0.020351526364477335,0.6260972716488731,0.006405693950177936,0.00023724792408066428,0.36986951364175563,0.16397306397306396,0.08653198653198657
Census Tract 8221.01; Cook County; Illinois,88906,38024,225,4437,256000,-666666666,227,2413,4437,3465,69,6,99,0,323,475,1255,2970,867,278,180,234,247,442,324,20,30,17,031,822101,17031822101,0.05070993914807302,0.09407376709490262,0.7809330628803245,0.01555104800540906,0.02231237322515213,0.2828487716925851,0.27474747474747474,0.11717171717171715
Census Tract 8221.02; Cook County; Illinois,69261,41734,295,4269,210600,1175,89,2392,4328,2343,901,0,1,0,719,364,1363,3209,827,113,204,392,499,600,215,82,0,17,031,822102,17031822102,0.06910283438744437,0.037207357859531776,0.541358595194085,0.2081792975970425,0.0002310536044362292,0.3149260628465804,0.2795263321907136,0.08631972577126834
Census Tract 8222; Cook County; Illinois,88000,33362,648,3600,279300,1704,192,1911,3610,2306,274,9,28,0,362,631,1092,2511,771,147,210,390,260,389,132,8,0,17,031,822200,17031822200,0.18,0.10047095761381476,0.6387811634349031,0.07590027700831024,0.00775623268698061,0.30249307479224374,0.21067303863002787,0.08124253285543603
Census Tract 8223.01; Cook County; Illinois,108750,38814,192,3619,292800,-666666666,88,1881,3619,2397,27,0,46,0,559,590,1464,2552,678,212,198,351,198,434,162,0,20,17,031,822301,17031822301,0.05305332964907433,0.04678362573099415,0.6623376623376623,0.007460624481901078,0.012710693561757391,0.4045316385741918,0.2413793103448276,0.11716300940438873
Census Tract 8223.02; Cook County; Illinois,96683,36272,188,4709,243400,1283,106,2432,4942,3460,223,73,403,0,476,307,879,3704,1145,188,315,385,313,723,38,8,22,17,031,822302,17031822302,0.0399235506476959,0.04358552631578947,0.7001214083367058,0.04512343180898422,0.08154593282072035,0.17786321327397814,0.21355291576673865,0.15307775377969768
Census Tract 8224; Cook County; Illinois,60086,33473,1758,6325,280700,1503,60,2829,6325,4949,399,68,8,0,395,506,1354,3709,1287,170,214,453,248,613,117,0,73,17,031,822400,17031822400,0.27794466403162055,0.021208907741251327,0.7824505928853754,0.06308300395256917,0.0012648221343873518,0.2140711462450593,0.216500404421677,0.14397411701267193
Census Tract 8225; Cook County; Illinois,100417,41732,136,4171,282900,1137,114,2101,4225,3120,145,0,51,0,250,659,1067,3178,894,77,164,502,249,618,385,38,2,17,031,822500,17031822500,0.032606089666746586,0.054259876249405044,0.7384615384615385,0.03431952662721893,0.012071005917159764,0.2525443786982248,0.32819383259911894,0.07835116425424793
Census Tract 8226.01; Cook County; Illinois,96471,41354,243,4301,299100,1563,44,2287,4337,3218,103,0,17,0,751,248,1325,2924,745,44,215,437,295,591,261,40,0,17,031,822601,17031822601,0.05649848872355266,0.019239177962396152,0.7419875489970026,0.023749135347014064,0.003919760202905234,0.3055107216970256,0.30506155950752395,0.10123119015047877
Census Tract 8226.02; Cook County; Illinois,71677,40595,1293,7709,308400,1347,212,3822,7709,5333,871,80,176,0,156,1093,1173,5390,962,71,229,863,631,1234,657,77,126,17,031,822602,17031822602,0.16772603450512388,0.0554683411826269,0.6917888182643663,0.11298482293423272,0.022830457906343235,0.1521598132053444,0.38849721706864565,0.1001855287569573
Census Tract 8227.01; Cook County; Illinois,69819,37147,777,4516,224900,1368,156,2126,4895,2544,1155,0,119,0,599,478,1244,2976,514,133,268,330,273,970,380,37,0,17,031,822701,17031822701,0.1720549158547387,0.07337723424270931,0.5197139938712972,0.23595505617977527,0.024310520939734424,0.2541368743615935,0.46606182795698925,0.02385752688172038
